CD_MUN	NM_MUN	SIGLA_UF	AREA_KM2	LONG_CENTROID	LAT_CENTROID
2206001	MARCOS PARENTE	PI	677.416	-43.89455395	-7.076331938
2206050	MASSAPE DO PIAUI	PI	530.169	-41.09544287	-7.535771181
2206100	MATIAS OLIMPIO	PI	226.785	-42.58435926	-3.707385757
2206209	MIGUEL ALVES	PI	1392.123	-42.77355664	-4.240515815
2206308	MIGUEL LEAO	PI	93.412	-42.70131638	-5.700953497
2206357	MILTON BRANDAO	PI	1309.128	-41.48996716	-4.698773401
2206407	MONSENHOR GIL	PI	567.86	-42.6096602	-5.610994978
2206506	MONSENHOR HIPOLITO	PI	401.568	-41.03802654	-6.918525048
2206605	MONTE ALEGRE DO PIAUI	PI	2417.382	-45.03041539	-9.604220399
2206654	MORRO CABECA NO TEMPO	PI	2207.658	-43.92212169	-9.811074507
2206670	MORRO DO CHAPEU DO PIAUI	PI	328.408	-42.26348106	-3.705621244
2206696	MURICI DOS PORTELAS	PI	475.72	-42.01239023	-3.35668999
2206704	NAZARE DO PIAUI	PI	1315.841	-42.74561072	-7.052256493
2206720	NAZARIA	PI	362.376	-42.86784995	-5.445548751
2206753	NOSSA SENHORA DE NAZARE	PI	356.872	-42.18890024	-4.643589751
2206803	NOSSA SENHORA DOS REMEDIOS	PI	357.896	-42.60614792	-4.026157249
2206902	NOVO ORIENTE DO PIAUI	PI	525.906	-41.97687201	-6.501061899
2206951	NOVO SANTO ANTONIO	PI	443.872	-41.92273015	-5.278555139
2207009	OEIRAS	PI	2703.138	-42.164976	-6.966341325
2207108	OLHO D'AGUA DO PIAUI	PI	183.603	-42.55212236	-5.857703913
2207207	PADRE MARCOS	PI	278.696	-40.88102497	-7.377804274
2207306	PAES LANDIM	PI	401.378	-42.28518837	-7.812743971
2207355	PAJEU DO PIAUI	PI	986.961	-42.8335121	-7.903968797
2207405	PALMEIRA DO PIAUI	PI	2024.02	-44.46454026	-8.556773251
2207504	PALMEIRAIS	PI	1493.764	-42.95578652	-5.88325939
2207553	PAQUETA	PI	432.572	-41.6856397	-7.131534566
2207603	PARNAGUA	PI	3428.811	-44.56843654	-10.31573209
2207702	PARNAIBA	PI	436.907	-41.7534448	-2.959159128
2207751	PASSAGEM FRANCA DO PIAUI	PI	643.226	-42.41329064	-5.872975993
2207777	PATOS DO PIAUI	PI	801.403	-41.29612655	-7.673831905
2207793	PAU D'ARCO DO PIAUI	PI	430.023	-42.47093929	-5.245036455
2207801	PAULISTANA	PI	1941.111	-41.14504619	-8.110397977
2207850	PAVUSSU	PI	1090.697	-43.33723145	-7.925300367
2207900	PEDRO II	PI	1544.413	-41.39702487	-4.495397994
2207934	PEDRO LAURENTINO	PI	870.614	-42.26534666	-8.073182448
2207959	NOVA SANTA RITA	PI	909.734	-42.02370355	-8.119479405
2208007	PICOS	PI	577.284	-41.52231122	-7.058920688
2208106	PIMENTEIRAS	PI	4562.58	-41.16638991	-6.344724953
2208205	PIO IX	PI	1948.142	-40.71809758	-6.790279008
2208304	PIRACURUCA	PI	2368.935	-41.61450666	-3.853572325
2208403	PIRIPIRI	PI	1407.192	-41.77135687	-4.330951275
2208502	PORTO	PI	253.113	-42.7076346	-3.949964301
2208551	PORTO ALEGRE DO PIAUI	PI	1168.044	-44.05721978	-6.956337218
2208601	PRATA DO PIAUI	PI	196.787	-42.16661796	-5.725259168
2208650	QUEIMADA NOVA	PI	1283.369	-41.35102261	-8.516102624
2208700	REDENCAO DO GURGUEIA	PI	2470.531	-44.45489134	-9.524389222
2208809	REGENERACAO	PI	1251.321	-42.49045768	-6.352458969
2208858	RIACHO FRIO	PI	2220.598	-44.81288922	-9.930564127
2208874	RIBEIRA DO PIAUI	PI	1012.479	-42.6135638	-7.927755698
2208908	RIBEIRO GONCALVES	PI	3987.147	-45.3455757	-7.974185098
2209005	RIO GRANDE DO PIAUI	PI	635.953	-43.15220334	-7.771053013
2209104	SANTA CRUZ DO PIAUI	PI	582.658	-41.77447027	-7.237063662
2209153	SANTA CRUZ DOS MILAGRES	PI	978.547	-41.86859631	-5.907956781
2209203	SANTA FILOMENA	PI	5293.693	-45.675555	-8.990545793
2209302	SANTA LUZ	PI	1185.398	-44.10542651	-9.045186294
2209351	SANTANA DO PIAUI	PI	112.189	-41.49505028	-6.940736906
2209377	SANTA ROSA DO PIAUI	PI	338.336	-42.22751167	-6.809355332
2209401	SANTO ANTONIO DE LISBOA	PI	385.286	-41.2073985	-6.906800274
2209450	SANTO ANTONIO DOS MILAGRES	PI	33.64	-42.70265947	-6.050070599
2209500	SANTO INACIO DO PIAUI	PI	852.106	-42.01433396	-7.458212368
2209559	SAO BRAZ DO PIAUI	PI	656.042	-43.00787261	-8.962839021
2209609	SAO FELIX DO PIAUI	PI	627.033	-42.10292968	-5.935569305
2209658	SAO FRANCISCO DE ASSIS DO PIAUI	PI	1072.311	-41.5834838	-8.193417633
2209708	SAO FRANCISCO DO PIAUI	PI	1341.451	-42.50098525	-7.198617667
2209757	SAO GONCALO DO GURGUEIA	PI	1385.255	-45.32165594	-10.08826356
2209807	SAO GONCALO DO PIAUI	PI	150.495	-42.6522343	-6.002822387
2209856	SAO JOAO DA CANABRAVA	PI	480.537	-41.39159242	-6.69191864
2209872	SAO JOAO DA FRONTEIRA	PI	817.111	-41.28379873	-3.992347076
2209906	SAO JOAO DA SERRA	PI	994.224	-41.87784585	-5.542505076
2209955	SAO JOAO DA VARJOTA	PI	394.456	-41.8821508	-6.956534091
2209971	SAO JOAO DO ARRAIAL	PI	213.377	-42.44940111	-3.818880915
2210003	SAO JOAO DO PIAUI	PI	1527.497	-42.2573676	-8.320437719
2210052	SAO JOSE DO DIVINO	PI	319.367	-41.86101304	-3.774482854
2210102	SAO JOSE DO PEIXE	PI	1287.174	-42.58232106	-7.482427683
2210201	SAO JOSE DO PIAUI	PI	373.347	-41.49103032	-6.814959272
2210300	SAO JULIAO	PI	291.089	-40.82058606	-7.081581525
2210359	SAO LOURENCO DO PIAUI	PI	673.822	-42.53549221	-9.171655114
2210375	SAO LUIS DO PIAUI	PI	217.924	-41.26342238	-6.764509623
2210383	SAO MIGUEL DA BAIXA GRANDE	PI	444.528	-42.27299125	-5.818825266
2210391	SAO MIGUEL DO FIDALGO	PI	813.444	-42.33266524	-7.5967516
2210409	SAO MIGUEL DO TAPUIO	PI	4988.973	-41.43977361	-5.741035784
2210508	SAO PEDRO DO PIAUI	PI	518.288	-42.78660415	-5.818189009
2210607	SAO RAIMUNDO NONATO	PI	2415.287	-42.71563073	-8.965650922
2210623	SEBASTIAO BARROS	PI	893.488	-44.8333543	-10.65438344
2210631	SEBASTIAO LEAL	PI	3148.857	-44.09258047	-7.74501683
2210656	SIGEFREDO PACHECO	PI	1031.101	-41.80513847	-4.975551489
2210706	SIMOES	PI	1076.055	-40.74173211	-7.670979561
2210805	SIMPLICIO MENDES	PI	1360.028	-42.02139283	-7.79890933
2210904	SOCORRO DO PIAUI	PI	761.854	-42.47638466	-7.896698797
2210938	SUSSUAPARA	PI	205.194	-41.35619353	-7.019034977
2210953	TAMBORIL DO PIAUI	PI	1587.296	-43.08211582	-8.485813971
2210979	TANQUE DO PIAUI	PI	398.007	-42.26622117	-6.662132603
2211001	TERESINA	PI	1391.293	-42.74060768	-5.102658079
2211100	UNIAO	PI	1170.742	-42.79503733	-4.595331814
2211209	URUCUI	PI	8413.016	-44.56948594	-7.7918828
2211308	VALENCA DO PIAUI	PI	1333.722	-41.79895684	-6.367114904
2211357	VARZEA BRANCA	PI	450.429	-42.9216445	-9.322692554
2211407	VARZEA GRANDE	PI	236.453	-42.22543095	-6.553610121
2211506	VERA MENDES	PI	341.974	-41.51856577	-7.597709882
2211605	VILA NOVA DO PIAUI	PI	221.627	-40.93614445	-7.202113524
2211704	WALL FERRAZ	PI	270.427	-41.87765549	-7.265638141
2300101	ABAIARA	CE	180.833	-39.03682475	-7.360573959
2300150	ACARAPE	CE	130.002	-38.66212488	-4.21683205
2300200	ACARAU	CE	842.471	-40.08813329	-2.967897828
2300309	ACOPIARA	CE	2254.279	-39.49384181	-6.122030613
2300408	AIUABA	CE	2438.563	-40.29858505	-6.605146591
2300507	ALCANTARAS	CE	135.76	-40.54301785	-3.592264848
2300606	ALTANEIRA	CE	72.675	-39.69929737	-6.985614665
2300705	ALTO SANTO	CE	1147.208	-38.24087833	-5.516161319
2300754	AMONTADA	CE	1175.044	-39.7851849	-3.239600586
2300804	ANTONINA DO NORTE	CE	259.706	-39.98127311	-6.756486774
2300903	APUIARES	CE	543.98	-39.3306981	-3.968315921
2301000	AQUIRAZ	CE	480.236	-38.39408073	-3.976570081
2301109	ARACATI	CE	1227.197	-37.68550528	-4.680982474
2301208	ARACOIABA	CE	643.988	-38.71346302	-4.482964407
2301257	ARARENDA	CE	342.301	-40.7462324	-4.772962855
2301307	ARARIPE	CE	1097.339	-40.07654293	-7.239284732
2301406	ARATUBA	CE	119.758	-39.02495246	-4.417332586
2301505	ARNEIROZ	CE	1068.437	-40.15494534	-6.239363415
2301604	ASSARE	CE	1155.124	-39.86923288	-6.909634742
2301703	AURORA	CE	885.87	-38.96912434	-6.988913231
2301802	BAIXIO	CE	145.556	-38.75303403	-6.711448914
2301851	BANABUIU	CE	1080.986	-38.90364431	-5.262204677
2301901	BARBALHA	CE	608.158	-39.34457006	-7.403744916
2301950	BARREIRA	CE	260.003	-38.62048157	-4.32214345
2302008	BARRO	CE	711.346	-38.79391423	-7.125540799
2302057	BARROQUINHA	CE	385.583	-41.17363899	-2.9706248
2302107	BATURITE	CE	314.075	-38.85100171	-4.383357423
2302206	BEBERIBE	CE	1596.751	-38.11290706	-4.401730562
2302305	BELA CRUZ	CE	842.106	-40.30800191	-3.053460239
2302404	BOA VIAGEM	CE	2835.037	-39.80790918	-5.08782289
2302503	BREJO SANTO	CE	654.658	-38.92125763	-7.555740083
2302602	CAMOCIM	CE	1120.452	-40.8008912	-2.949806803
2302701	CAMPOS SALES	CE	1082.582	-40.27133195	-6.936725344
2302800	CANINDE	CE	3032.39	-39.4303521	-4.402118968
2302909	CAPISTRANO	CE	226.549	-38.90794837	-4.46782088
2303006	CARIDADE	CE	926.271	-39.10989591	-4.203797968
2303105	CARIRE	CE	755.597	-40.52168838	-3.951874315
2303204	CARIRIACU	CE	634.179	-39.27487989	-7.021812977
2303303	CARIUS	CE	1036.417	-39.46411006	-6.642002657
2303402	CARNAUBAL	CE	363.22	-41.01020943	-4.130120318
2303501	CASCAVEL	CE	838.115	-38.29708706	-4.239086703
2303600	CATARINA	CE	488.153	-39.90966244	-6.252786618
2303659	CATUNDA	CE	784.022	-40.17501571	-4.629580352
2303709	CAUCAIA	CE	1223.246	-38.80969126	-3.783590266
2303808	CEDRO	CE	729.97	-39.09319233	-6.569747439
2303907	CHAVAL	CE	237.248	-41.2325632	-3.092644552
2303931	CHORO	CE	815.268	-39.19108453	-4.772315671
2303956	CHOROZINHO	CE	296.431	-38.46833824	-4.302326437
2304004	COREAU	CE	750.332	-40.72636339	-3.64152006
2304103	CRATEUS	CE	2981.459	-40.71957747	-5.199324834
2304202	CRATO	CE	1138.15	-39.48993687	-7.235646754
2304236	CROATA	CE	696.348	-40.97510839	-4.387728652
2304251	CRUZ	CE	335.921	-40.32328777	-2.896534165
2304269	DEPUTADO IRAPUAN PINHEIRO	CE	471.134	-39.26616582	-5.887034728
2304277	ERERE	CE	362.906	-38.31203119	-5.985014136
2304285	EUSEBIO	CE	78.818	-38.45759892	-3.875981166
2304301	FARIAS BRITO	CE	530.54	-39.5490683	-6.909455021
2304350	FORQUILHA	CE	568.778	-40.22547308	-3.822354025
2304400	FORTALEZA	CE	312.353	-38.52800065	-3.785832855
2304459	FORTIM	CE	285.024	-37.87370424	-4.464396268
2304509	FRECHEIRINHA	CE	210.284	-40.82276505	-3.710811569
2304608	GENERAL SAMPAIO	CE	230.371	-39.45111788	-4.063921093
2304657	GRACA	CE	258.942	-40.77399389	-4.045702131
2304707	GRANJA	CE	2663.174	-41.00170421	-3.23060961
2304806	GRANJEIRO	CE	111.528	-39.25218338	-6.911689218
2304905	GROAIRAS	CE	155.681	-40.3653075	-3.912350782
2304954	GUAIUBA	CE	256.053	-38.66984969	-4.102253246
2305001	GUARACIABA DO NORTE	CE	624.606	-40.91540936	-4.232768075
2305100	GUARAMIRANGA	CE	90.817	-38.95658735	-4.246612321
2305209	HIDROLANDIA	CE	926.592	-40.40505745	-4.432557573
2305233	HORIZONTE	CE	160.557	-38.46501369	-4.102181587
2305266	IBARETAMA	CE	879.255	-38.72480161	-4.78003816
2305308	IBIAPINA	CE	414.092	-41.00620379	-3.951121291
2305332	IBICUITINGA	CE	423.856	-38.55687885	-4.974579176
2305357	ICAPUI	CE	421.44	-37.41059624	-4.73861058
2305407	ICO	CE	1865.862	-38.78341008	-6.389048183
2305506	IGUATU	CE	992.208	-39.28186468	-6.358481229
2305605	INDEPENDENCIA	CE	3222.381	-40.34128841	-5.47378176
2305654	IPAPORANGA	CE	704.773	-40.80420361	-4.909680649
2305704	IPAUMIRIM	CE	276.508	-38.74304794	-6.809178021
2305803	IPU	CE	626.049	-40.66914445	-4.369675207
2305902	IPUEIRAS	CE	1483.258	-40.87688598	-4.572800272
2306009	IRACEMA	CE	839.174	-38.33823995	-5.777911086
2306108	IRAUCUBA	CE	1466.412	-39.81759953	-3.865776989
2306207	ITAICABA	CE	213.604	-37.84717906	-4.717555708
2306256	ITAITINGA	CE	153.686	-38.54996282	-3.998037174
2306306	ITAPAJE	CE	432.188	-39.57503511	-3.732781003
2306405	ITAPIPOCA	CE	1600.358	-39.59830099	-3.395225546
2306504	ITAPIUNA	CE	593.231	-38.95206609	-4.595515247
2306553	ITAREMA	CE	714.833	-39.88905807	-3.049830811
2306603	ITATIRA	CE	829.626	-39.57828201	-4.625518371
2306702	JAGUARETAMA	CE	1826.826	-38.74794435	-5.491775935
2306801	JAGUARIBARA	CE	622.963	-38.52502428	-5.610998984
2306900	JAGUARIBE	CE	1877.062	-38.70500294	-5.961295557
2307007	JAGUARUANA	CE	854.362	-37.74665203	-4.865694208
2307106	JARDIM	CE	544.98	-39.24803502	-7.59033192
2307205	JATI	CE	368.359	-38.99233992	-7.691957456
2307254	JIJOCA DE JERICOACOARA	CE	209.029	-40.49529474	-2.877760507
2307304	JUAZEIRO DO NORTE	CE	258.788	-39.28616477	-7.1828142
2307403	JUCAS	CE	940.336	-39.60725839	-6.458016275
2307502	LAVRAS DA MANGABEIRA	CE	945.263	-38.99455822	-6.777985439
2307601	LIMOEIRO DO NORTE	CE	744.525	-38.04609856	-5.158106431
2307635	MADALENA	CE	997.781	-39.5089577	-4.857932634
2307650	MARACANAU	CE	105.071	-38.6271343	-3.874530695
2307700	MARANGUAPE	CE	583.505	-38.81214238	-4.006665303
2307809	MARCO	CE	573.61	-40.26178303	-3.189572509
2307908	MARTINOPOLE	CE	303.445	-40.64877701	-3.169641831
2308005	MASSAPE	CE	567.78	-40.38759956	-3.484267528
2308104	MAURITI	CE	1079.011	-38.71738808	-7.397703263
2308203	MERUOCA	CE	151.651	-40.45085154	-3.57859328
2308302	MILAGRES	CE	579.097	-38.94294201	-7.272055608
2308351	MILHA	CE	502.137	-39.17113664	-5.640820797
2308377	MIRAIMA	CE	708.678	-39.90862396	-3.560570727
2308401	MISSAO VELHA	CE	613.317	-39.15287814	-7.306450182
2308500	MOMBACA	CE	2115.748	-39.7484546	-5.788103475
2308609	MONSENHOR TABOSA	CE	892.538	-40.04458855	-4.914672954
2308708	MORADA NOVA	CE	2763.971	-38.43291397	-5.034793186
2308807	MORAUJO	CE	414.446	-40.67953455	-3.461105571
2308906	MORRINHOS	CE	411.586	-40.08915662	-3.284053459
2309003	MUCAMBO	CE	192.19	-40.75590389	-3.897805894
2309102	MULUNGU	CE	97.951	-38.9931955	-4.319446354
2309201	NOVA OLINDA	CE	282.584	-39.665085	-7.093139021
2309300	NOVA RUSSAS	CE	736.911	-40.52877784	-4.679855966
2309409	NOVO ORIENTE	CE	947.44	-40.77085967	-5.592640959
2309458	OCARA	CE	763.075	-38.50733393	-4.52646364
2309508	OROS	CE	577.526	-38.94478948	-6.244245204
2309607	PACAJUS	CE	250.304	-38.49832673	-4.183823404
2309706	PACATUBA	CE	133.236	-38.59716646	-3.952312068
2309805	PACOTI	CE	112.433	-38.90210778	-4.198899723
2309904	PACUJA	CE	88.355	-40.68558897	-4.005895809
2310001	PALHANO	CE	436.98	-38.02809875	-4.708398443
2310100	PALMACIA	CE	128.896	-38.84202171	-4.125778035
2310209	PARACURU	CE	304.734	-39.03878989	-3.480785834
2310258	PARAIPABA	CE	289.231	-39.17929702	-3.422271321
2310308	PARAMBU	CE	2313.868	-40.62765016	-6.304045066
2310407	PARAMOTI	CE	539.238	-39.37708841	-4.159828243
2310506	PEDRA BRANCA	CE	1302.081	-39.84683976	-5.496999427
2310605	PENAFORTE	CE	150.536	-39.05395773	-7.780403478
2310704	PENTECOSTE	CE	1379.836	-39.14603047	-3.853844609
2310803	PEREIRO	CE	435.868	-38.48865189	-6.040833209
2310852	PINDORETAMA	CE	74.033	-38.30533582	-4.054624313
2310902	PIQUET CARNEIRO	CE	589.601	-39.45168146	-5.86296229
2310951	PIRES FERREIRA	CE	244.464	-40.58425158	-4.259147156
2311009	PORANGA	CE	1310.771	-41.0774369	-4.799487213
2311108	PORTEIRAS	CE	224.86	-39.10683147	-7.541965675
2311207	POTENGI	CE	343.264	-40.03639966	-7.072667026
2311231	POTIRETAMA	CE	409.137	-38.16761061	-5.749557569
2311264	QUITERIANOPOLIS	CE	1041.832	-40.76088489	-5.871539643
2311306	QUIXADA	CE	2020.586	-38.94703256	-4.95448083
2311355	QUIXELO	CE	605.345	-39.12066213	-6.175435676
2311405	QUIXERAMOBIM	CE	3324.987	-39.33320929	-5.245547304
2311504	QUIXERE	CE	613.099	-37.8623925	-5.088171066
2311603	REDENCAO	CE	247.989	-38.76236207	-4.245595239
2311702	RERIUTABA	CE	372.949	-40.6132765	-4.120857456
2311801	RUSSAS	CE	1611.091	-38.14825428	-4.843813811
2311900	SABOEIRO	CE	1381.274	-39.88860974	-6.484326905
2311959	SALITRE	CE	806.253	-40.36635308	-7.20480289
2312007	SANTANA DO ACARAU	CE	972.573	-40.16469161	-3.461024846
2312106	SANTANA DO CARIRI	CE	855.165	-39.75653042	-7.221916606
2312205	SANTA QUITERIA	CE	4262.293	-40.04191314	-4.340706768
2312304	SAO BENEDITO	CE	350.847	-40.96950856	-4.040847908
2312403	SAO GONCALO DO AMARANTE	CE	842.635	-39.0605593	-3.60055166
2312502	SAO JOAO DO JAGUARIBE	CE	279.451	-38.27333739	-5.325953219
2312601	SAO LUIS DO CURU	CE	122.865	-39.26447807	-3.646297139
2312700	SENADOR POMPEU	CE	956.882	-39.43363505	-5.587669344
2312809	SENADOR SA	CE	424.642	-40.46103822	-3.270057348
2312908	SOBRAL	CE	2068.474	-40.22786986	-3.811040804
2313005	SOLONOPOLE	CE	1535.855	-39.00243374	-5.776468296
2313104	TABULEIRO DO NORTE	CE	1047.637	-38.02723665	-5.361118039
2313203	TAMBORIL	CE	2014.543	-40.3358415	-4.919984187
2313252	TARRAFAS	CE	412.719	-39.7377901	-6.730170574
2313302	TAUA	CE	4010.618	-40.25894983	-5.936782611
2313351	TEJUCUOCA	CE	758.707	-39.58334265	-3.932003553
2313401	TIANGUA	CE	909.853	-41.05499091	-3.736148876
2313500	TRAIRI	CE	928.725	-39.35359381	-3.337434709
2313559	TURURU	CE	201.27	-39.40572578	-3.551096658
2313609	UBAJARA	CE	423.673	-41.00451313	-3.86656211
2313708	UMARI	CE	263.183	-38.73027734	-6.623326922
2313757	UMIRIM	CE	315.648	-39.38467991	-3.68697681
2313807	URUBURETAMA	CE	99.4	-39.51453825	-3.621277658
2313906	URUOCA	CE	697.683	-40.68035175	-3.320912355
2313955	VARJOTA	CE	179.239	-40.49393669	-4.167851203
2314003	VARZEA ALEGRE	CE	829.976	-39.29785033	-6.771792877
2314102	VICOSA DO CEARA	CE	1310.91	-41.13606008	-3.546199626
2400109	ACARI	RN	608.466	-36.65011515	-6.409361677
2400208	ACU	RN	1303.442	-37.01411462	-5.52664793
2400307	AFONSO BEZERRA	RN	576.179	-36.59989402	-5.471434554
2400406	AGUA NOVA	RN	50.684	-38.3086438	-6.208624611
2400505	ALEXANDRIA	RN	381.205	-37.98919515	-6.364493407
2400604	ALMINO AFONSO	RN	128.038	-37.76297314	-6.154489862
2400703	ALTO DO RODRIGUES	RN	191.334	-36.72362051	-5.362329356
2400802	ANGICOS	RN	741.582	-36.55723378	-5.646298349
2400901	ANTONIO MARTINS	RN	244.897	-37.92478302	-6.21961654
2401008	APODI	RN	1602.477	-37.83566911	-5.628279635
2401107	AREIA BRANCA	RN	342.749	-37.04625377	-5.001190743
2401206	ARES	RN	115.407	-35.2081756	-6.193686704
2401305	CAMPO GRANDE	RN	890.89	-37.32428845	-5.880327245
2401404	BAIA FORMOSA	RN	247.484	-35.04489243	-6.434734815
2401453	BARAUNA	RN	825.681	-37.61833887	-5.092796755
2401503	BARCELONA	RN	152.626	-35.92202294	-5.961099011
2401602	BENTO FERNANDES	RN	301.069	-35.81187397	-5.675909267
2401651	BODO	RN	253.519	-36.44174301	-5.962905013
2401701	BOM JESUS	RN	122.035	-35.59079391	-6.000815605
2401800	BREJINHO	RN	61.559	-35.38358705	-6.2181735
2401859	CAICARA DO NORTE	RN	225.633	-36.08329555	-5.19184042
2401909	CAICARA DO RIO DO VENTO	RN	261.194	-36.02646186	-5.76608759
2402006	CAICO	RN	1228.584	-37.03794348	-6.467561846
2402105	CAMPO REDONDO	RN	213.727	-36.20889465	-6.23770679
2402204	CANGUARETAMA	RN	245.485	-35.14845998	-6.395087553
2402303	CARAUBAS	RN	1095.803	-37.58376601	-5.767242493
2402402	CARNAUBA DOS DANTAS	RN	246.308	-36.54880303	-6.553298651
2402501	CARNAUBAIS	RN	517.737	-36.85729202	-5.264080737
2402600	CEARA-MIRIM	RN	724.838	-35.39522142	-5.595470347
2402709	CERRO CORA	RN	393.573	-36.32715319	-5.989356386
2402808	CORONEL EZEQUIEL	RN	185.748	-36.19590466	-6.35719618
2402907	CORONEL JOAO PESSOA	RN	117.139	-38.42281287	-6.255473132
2403004	CRUZETA	RN	295.83	-36.82498949	-6.355927599
2403103	CURRAIS NOVOS	RN	864.349	-36.44355381	-6.22356479
2403202	DOUTOR SEVERIANO	RN	113.737	-38.40137272	-6.115372713
2403251	PARNAMIRIM	RN	124.006	-35.23012059	-5.9143268
2403301	ENCANTO	RN	125.749	-38.30635306	-6.134223583
2403400	EQUADOR	RN	264.985	-36.66614853	-6.88201131
2403509	ESPIRITO SANTO	RN	135.838	-35.30448468	-6.305650401
2403608	EXTREMOZ	RN	140.639	-35.26866558	-5.680969343
2403707	FELIPE GUERRA	RN	268.591	-37.6558875	-5.53981286
2403756	FERNANDO PEDROZA	RN	322.628	-36.3921052	-5.760500129
2403806	FLORANIA	RN	507.892	-36.81838265	-6.169716732
2403905	FRANCISCO DANTAS	RN	181.558	-38.10863442	-6.053006341
2404002	FRUTUOSO GOMES	RN	63.279	-37.83904378	-6.161016719
2404101	GALINHOS	RN	340.769	-36.20799253	-5.175724053
2404200	GOIANINHA	RN	192.279	-35.21383817	-6.287828872
2404309	GOVERNADOR DIX-SEPT ROSADO	RN	1129.55	-37.53675419	-5.395073823
2404408	GROSSOS	RN	124.538	-37.21047016	-4.947555007
2404507	GUAMARE	RN	258.307	-36.34394908	-5.1747613
2404606	IELMO MARINHO	RN	312.028	-35.55043135	-5.784137157
2404705	IPANGUACU	RN	374.245	-36.80268397	-5.538200391
2404804	IPUEIRA	RN	127.348	-37.18635112	-6.774159983
2404853	ITAJA	RN	203.624	-36.80803092	-5.689978491
2404903	ITAU	RN	133.031	-37.91650302	-5.818459493
2405009	JACANA	RN	54.561	-36.21456059	-6.410928059
2405108	JANDAIRA	RN	442.754	-36.13824473	-5.356993095
2405207	JANDUIS	RN	303.448	-37.47489626	-5.996155092
2405306	JANUARIO CICCO	RN	170.737	-35.60054978	-6.151909869
2405405	JAPI	RN	188.99	-35.89910712	-6.432822054
2405504	JARDIM DE ANGICOS	RN	254.022	-35.98676842	-5.613696365
2405603	JARDIM DE PIRANHAS	RN	330.53	-37.2858854	-6.334491418
2405702	JARDIM DO SERIDO	RN	367.645	-36.80657357	-6.587739301
2405801	JOAO CAMARA	RN	714.961	-35.87392974	-5.47535801
2405900	JOAO DIAS	RN	88.173	-37.83789878	-6.287878244
2406007	JOSE DA PENHA	RN	117.635	-38.28305012	-6.34058008
2406106	JUCURUTU	RN	933.73	-37.02139332	-6.058002229
2406155	JUNDIA	RN	44.641	-35.34036136	-6.256318875
2406205	LAGOA D'ANTA	RN	105.652	-35.62622592	-6.384763146
2406304	LAGOA DE PEDRAS	RN	117.971	-35.45083511	-6.192435211
2406403	LAGOA DE VELHOS	RN	111.607	-35.84438783	-6.010493517
2406502	LAGOA NOVA	RN	176.302	-36.519115	-6.092457714
2406601	LAGOA SALGADA	RN	79.128	-35.50504146	-6.147192589
2406700	LAJES	RN	676.625	-36.18059707	-5.698166913
2406809	LAJES PINTADAS	RN	130.211	-36.13422162	-6.14806424
2406908	LUCRECIA	RN	30.931	-37.8243726	-6.103579446
2407005	LUIS GOMES	RN	166.638	-38.40263103	-6.373367606
2407104	MACAIBA	RN	510.092	-35.42876574	-5.926858523
2407203	MACAU	RN	775.302	-36.52346	-5.195953918
2407252	MAJOR SALES	RN	31.971	-38.31764476	-6.40510761
2407302	MARCELINO VIEIRA	RN	345.711	-38.15733578	-6.280315711
2407401	MARTINS	RN	169.464	-37.9059021	-6.080223816
2407500	MAXARANGUAPE	RN	132.129	-35.35449441	-5.45158317
2407609	MESSIAS TARGINO	RN	142.608	-37.48018566	-6.089912289
2407708	MONTANHAS	RN	82.214	-35.29092415	-6.504924305
2407807	MONTE ALEGRE	RN	211.259	-35.4050648	-6.09875859
2407906	MONTE DAS GAMELEIRAS	RN	71.946	-35.80903222	-6.42987767
2408003	MOSSORO	RN	2099.334	-37.32552954	-5.17581018
2408102	NATAL	RN	167.401	-35.22884144	-5.803174653
2408201	NISIA FLORESTA	RN	307.719	-35.17322315	-6.05491996
2408300	NOVA CRUZ	RN	277.658	-35.42895334	-6.448645514
2408409	OLHO D'AGUA DO BORGES	RN	141.17	-37.71018781	-5.978935054
2408508	OURO BRANCO	RN	253.21	-36.92106541	-6.683530982
2408607	PARANA	RN	81.39	-38.28420371	-6.451044018
2408706	PARAU	RN	383.214	-37.11055691	-5.784387074
2408805	PARAZINHO	RN	231.007	-35.93619334	-5.285830147
2408904	PARELHAS	RN	513.507	-36.61948006	-6.713842547
2408953	RIO DO FOGO	RN	151.097	-35.39997791	-5.377270812
2409100	PASSA E FICA	RN	42.137	-35.61453894	-6.442741345
2409209	PASSAGEM	RN	41.215	-35.39571112	-6.283823018
2409308	PATU	RN	319.135	-37.62133738	-6.08688574
2409332	SANTA MARIA	RN	219.57	-35.72048052	-5.788922939
2409407	PAU DOS FERROS	RN	259.959	-38.16975122	-6.117405627
2409506	PEDRA GRANDE	RN	221.167	-35.87350605	-5.146043649
2409605	PEDRA PRETA	RN	294.985	-36.07952375	-5.524527222
2409704	PEDRO AVELINO	RN	952.755	-36.33162552	-5.475022337
2409803	PEDRO VELHO	RN	192.708	-35.22451816	-6.465247842
2409902	PENDENCIAS	RN	419.137	-36.62398987	-5.29290364
2410009	PILOES	RN	82.69	-38.02921661	-6.286596436
2410108	POCO BRANCO	RN	230.401	-35.69435279	-5.571509281
2410207	PORTALEGRE	RN	110.054	-38.01498386	-6.032873786
2410256	PORTO DO MANGUE	RN	361.237	-36.84151642	-5.088328549
