CD_MUN	NM_MUN	SIGLA_UF	AREA_KM2	LONG_CENTROID	LAT_CENTROID
3125705	FELIXLANDIA	MG	1554.627	-44.95819234	-18.70308887
3125804	FERNANDES TOURINHO	MG	151.875	-42.09654813	-19.10190269
3125903	FERROS	MG	1088.791	-42.94015692	-19.24552492
3125952	FERVEDOURO	MG	357.683	-42.34690421	-20.68071987
3126000	FLORESTAL	MG	194.242	-44.4421137	-19.86849195
3126109	FORMIGA	MG	1501.915	-45.51642844	-20.55368219
3126208	FORMOSO	MG	3686.004	-46.15848159	-15.12970035
3126307	FORTALEZA DE MINAS	MG	218.792	-46.77134317	-20.88788708
3126406	FORTUNA DE MINAS	MG	198.709	-44.50424114	-19.55758007
3126505	FRANCISCO BADARO	MG	461.481	-42.30984726	-16.97763084
3126604	FRANCISCO DUMONT	MG	1576.128	-44.26986007	-17.46980826
3126703	FRANCISCO SA	MG	2747.295	-43.47896155	-16.39370032
3126752	FRANCISCOPOLIS	MG	717.087	-41.9679346	-17.99333487
3126802	FREI GASPAR	MG	626.672	-41.51067687	-18.13969207
3126901	FREI INOCENCIO	MG	469.557	-41.87919047	-18.5197278
3126950	FREI LAGONEGRO	MG	167.474	-42.75587253	-18.14340329
3127008	FRONTEIRA	MG	199.987	-49.15886485	-20.2285322
3127057	FRONTEIRA DOS VALES	MG	320.757	-40.83540982	-16.89386723
3127073	FRUTA DE LEITE	MG	762.837	-42.51994539	-16.12559625
3127107	FRUTAL	MG	2426.965	-49.0004596	-20.03572189
3127206	FUNILANDIA	MG	199.797	-44.07410416	-19.36105131
3127305	GALILEIA	MG	720.303	-41.54513887	-18.880239
3127339	GAMELEIRAS	MG	1733.203	-43.2596806	-14.97103278
3127354	GLAUCILANDIA	MG	145.861	-43.6392749	-16.9038625
3127370	GOIABEIRA	MG	112.443	-41.23606638	-19.02193789
3127388	GOIANA	MG	152.039	-43.18927983	-21.5555475
3127404	GONCALVES	MG	187.353	-45.82493666	-22.67302826
3127503	GONZAGA	MG	209.348	-42.50509502	-18.87387061
3127602	GOUVEIA	MG	866.601	-43.83349413	-18.52352325
3127701	GOVERNADOR VALADARES	MG	2342.376	-41.96355369	-18.78342576
3127800	GRAO MOGOL	MG	3885.294	-42.99400417	-16.46390251
3127909	GRUPIARA	MG	193.141	-47.76039947	-18.48813238
3128006	GUANHAES	MG	1075.124	-42.85318248	-18.833671
3128105	GUAPE	MG	934.345	-45.92098103	-20.76425905
3128204	GUARACIABA	MG	348.596	-43.02070717	-20.55517519
3128253	GUARACIAMA	MG	390.263	-43.62061464	-17.07852223
3128303	GUARANESIA	MG	294.828	-46.80730099	-21.27744673
3128402	GUARANI	MG	264.194	-43.05766939	-21.35697456
3128501	GUARARA	MG	88.655	-43.02206402	-21.75471706
3128600	GUARDA-MOR	MG	2068.808	-47.12615251	-17.73183086
3128709	GUAXUPE	MG	286.398	-46.68293043	-21.29059729
3128808	GUIDOVAL	MG	158.375	-42.78566929	-21.16680016
3128907	GUIMARANIA	MG	366.833	-46.75293647	-18.81604498
3129004	GUIRICEMA	MG	293.578	-42.69968155	-21.01490293
3129103	GURINHATA	MG	1849.137	-49.87009124	-19.09836477
3129202	HELIODORA	MG	153.95	-45.54064551	-22.04913055
3129301	IAPU	MG	340.994	-42.24276579	-19.34713904
3129400	IBERTIOGA	MG	346.24	-43.95901106	-21.44968796
3129509	IBIA	MG	2704.132	-46.59575667	-19.55786857
3129608	IBIAI	MG	874.76	-44.79024471	-16.82878001
3129657	IBIRACATU	MG	353.257	-44.14493124	-15.69685408
3129707	IBIRACI	MG	562.095	-47.11162288	-20.39329159
3129806	IBIRITE	MG	72.395	-44.06849853	-20.02358272
3129905	IBITIURA DE MINAS	MG	68.316	-46.40765652	-22.06736482
3130002	IBITURUNA	MG	153.106	-44.78295269	-21.16714198
3130051	ICARAI DE MINAS	MG	625.664	-44.91639306	-16.2251268
3130101	IGARAPE	MG	110.942	-44.32196755	-20.05934856
3130200	IGARATINGA	MG	218.343	-44.71835817	-19.95105336
3130309	IGUATAMA	MG	628.2	-45.7527263	-20.15618723
3130408	IJACI	MG	105.246	-44.93384307	-21.17816269
3130507	ILICINEA	MG	376.341	-45.80164219	-20.93145674
3130556	IMBE DE MINAS	MG	196.735	-41.96770319	-19.61864528
3130606	INCONFIDENTES	MG	149.611	-46.28169174	-22.33657624
3130655	INDAIABIRA	MG	1004.149	-42.14295988	-15.5621963
3130705	INDIANOPOLIS	MG	830.03	-47.84964569	-18.95229931
3130804	INGAI	MG	305.591	-44.92464531	-21.41059069
3130903	INHAPIM	MG	858.024	-41.96691426	-19.49863065
3131000	INHAUMA	MG	244.996	-44.40912887	-19.49794392
3131109	INIMUTABA	MG	527.06	-44.29191754	-18.73025899
3131158	IPABA	MG	113.246	-42.37079773	-19.40884139
3131208	IPANEMA	MG	456.641	-41.74935519	-19.75779997
3131307	IPATINGA	MG	164.884	-42.60092198	-19.43897275
3131406	IPIACU	MG	466.02	-49.93211917	-18.69822291
3131505	IPUIUNA	MG	298.195	-46.13056724	-22.028001
3131604	IRAI DE MINAS	MG	356.264	-47.45750934	-19.04393278
3131703	ITABIRA	MG	1253.704	-43.29991272	-19.6006084
3131802	ITABIRINHA	MG	209.034	-41.24461905	-18.54919339
3131901	ITABIRITO	MG	544.027	-43.80947452	-20.25315308
3132008	ITACAMBIRA	MG	1788.445	-43.32881742	-16.93500558
3132107	ITACARAMBI	MG	1225.273	-44.12500813	-15.17726824
3132206	ITAGUARA	MG	410.468	-44.53181458	-20.37192584
3132305	ITAIPE	MG	480.829	-41.6593673	-17.40937298
3132404	ITAJUBA	MG	294.835	-45.41440328	-22.42196253
3132503	ITAMARANDIBA	MG	2735.573	-42.87704317	-17.85646085
3132602	ITAMARATI DE MINAS	MG	94.568	-42.84785514	-21.42404525
3132701	ITAMBACURI	MG	1419.209	-41.84620686	-18.15912513
3132800	ITAMBE DO MATO DENTRO	MG	380.34	-43.35126565	-19.39635253
3132909	ITAMOGI	MG	243.714	-47.05013059	-21.07423198
3133006	ITAMONTE	MG	431.792	-44.75768744	-22.28927182
3133105	ITANHANDU	MG	143.363	-44.92104709	-22.3200977
3133204	ITANHOMI	MG	488.843	-41.8203323	-19.16095689
3133303	ITAOBIM	MG	679.024	-41.53437343	-16.58304247
3133402	ITAPAGIPE	MG	1802.438	-49.42345466	-19.79485304
3133501	ITAPECERICA	MG	1040.519	-45.10791746	-20.45849051
3133600	ITAPEVA	MG	177.347	-46.20978619	-22.69978328
3133709	ITATIAIUCU	MG	295.145	-44.45288626	-20.20918022
3133758	ITAU DE MINAS	MG	153.421	-46.77162275	-20.73688621
3133808	ITAUNA	MG	495.769	-44.58885131	-20.07809006
3133907	ITAVERAVA	MG	284.22	-43.61289975	-20.68522684
3134004	ITINGA	MG	1649.622	-41.83552811	-16.58658542
3134103	ITUETA	MG	452.676	-41.10385323	-19.37269607
3134202	ITUIUTABA	MG	2598.046	-49.54420845	-18.99264382
3134301	ITUMIRIM	MG	234.802	-44.82407795	-21.28978428
3134400	ITURAMA	MG	1404.663	-50.34499901	-19.71632951
3134509	ITUTINGA	MG	372.018	-44.7102431	-21.35128528
3134608	JABOTICATUBAS	MG	1114.972	-43.71816234	-19.44075813
3134707	JACINTO	MG	1393.609	-40.31372888	-16.18245895
3134806	JACUI	MG	409.229	-46.73562412	-21.02443288
3134905	JACUTINGA	MG	347.667	-46.60098855	-22.28775494
3135001	JAGUARACU	MG	163.76	-42.71818829	-19.6375805
3135050	JAIBA	MG	2635.467	-43.67589443	-15.2326491
3135076	JAMPRUCA	MG	517.095	-41.74031805	-18.46400601
3135100	JANAUBA	MG	2181.319	-43.39671321	-15.79901928
3135209	JANUARIA	MG	6661.588	-44.84947872	-15.31996062
3135308	JAPARAIBA	MG	172.141	-45.52912578	-20.13278244
3135357	JAPONVAR	MG	375.181	-44.32925664	-15.94449819
3135407	JECEABA	MG	236.25	-44.04708386	-20.55242963
3135456	JENIPAPO DE MINAS	MG	284.453	-42.215292	-17.16826311
3135506	JEQUERI	MG	547.897	-42.61961533	-20.4741665
3135605	JEQUITAI	MG	1268.443	-44.47583821	-17.20989968
3135704	JEQUITIBA	MG	445.03	-44.0011927	-19.21157977
3135803	JEQUITINHONHA	MG	3514.216	-41.08297329	-16.38883103
3135902	JESUANIA	MG	153.852	-45.27537654	-22.00993262
3136009	JOAIMA	MG	1664.19	-41.01537947	-16.77072667
3136108	JOANESIA	MG	233.292	-42.70436718	-19.20962364
3136207	JOAO MONLEVADE	MG	99.158	-43.16148613	-19.8379412
3136306	JOAO PINHEIRO	MG	10727.097	-45.93427088	-17.60492987
3136405	JOAQUIM FELICIO	MG	790.935	-44.11158224	-17.67604636
3136504	JORDANIA	MG	546.705	-40.3138904	-15.88330279
3136520	JOSE GONCALVES DE MINAS	MG	381.332	-42.65613461	-16.90018741
3136553	JOSE RAYDAN	MG	180.822	-42.4801439	-18.24717357
3136579	JOSENOPOLIS	MG	541.393	-42.5506971	-16.54165097
3136603	NOVA UNIAO	MG	172.131	-43.57203978	-19.63533892
3136652	JUATUBA	MG	97.017	-44.35431572	-19.9563306
3136702	JUIZ DE FORA	MG	1435.749	-43.46473273	-21.74549947
3136801	JURAMENTO	MG	431.63	-43.56448908	-16.8401167
3136900	JURUAIA	MG	220.353	-46.52651928	-21.22084331
3136959	JUVENILIA	MG	1064.692	-44.08413449	-14.38566547
3137007	LADAINHA	MG	866.29	-41.82255324	-17.62640282
3137106	LAGAMAR	MG	1474.562	-46.73462187	-18.10354236
3137205	LAGOA DA PRATA	MG	439.984	-45.49399889	-20.01101133
3137304	LAGOA DOS PATOS	MG	600.547	-44.64636317	-17.00781454
3137403	LAGOA DOURADA	MG	476.693	-44.07468088	-20.89225372
3137502	LAGOA FORMOSA	MG	840.92	-46.33677692	-18.76953385
3137536	LAGOA GRANDE	MG	1236.301	-46.50160746	-17.76637024
3137601	LAGOA SANTA	MG	229.409	-43.88581181	-19.62840701
3137700	LAJINHA	MG	431.92	-41.58790259	-20.14369358
3137809	LAMBARI	MG	213.11	-45.37769653	-22.00092626
3137908	LAMIM	MG	118.602	-43.47453887	-20.77972481
3138005	LARANJAL	MG	204.882	-42.45076274	-21.35663494
3138104	LASSANCE	MG	3204.217	-44.69555229	-17.88081538
3138203	LAVRAS	MG	564.744	-45.03848724	-21.26467582
3138302	LEANDRO FERREIRA	MG	352.005	-45.04082454	-19.67951227
3138351	LEME DO PRADO	MG	280.036	-42.74454892	-17.06980902
3138401	LEOPOLDINA	MG	943.077	-42.64409656	-21.54864843
3138500	LIBERDADE	MG	401.337	-44.33306704	-22.01581964
3138609	LIMA DUARTE	MG	848.564	-43.8869163	-21.7994034
3138625	LIMEIRA DO OESTE	MG	1317.153	-50.64764278	-19.40737839
3138658	LONTRA	MG	258.925	-44.26961993	-15.85634919
3138674	LUISBURGO	MG	145.418	-42.07445985	-20.43628952
3138682	LUISLANDIA	MG	411.714	-44.59648667	-16.19626954
3138708	LUMINARIAS	MG	500.143	-44.92314486	-21.53797788
3138807	LUZ	MG	1171.659	-45.67881942	-19.82734072
3138906	MACHACALIS	MG	332.378	-40.71972567	-17.08385675
3139003	MACHADO	MG	585.958	-45.9201209	-21.66593507
3139102	MADRE DE DEUS DE MINAS	MG	492.909	-44.33214689	-21.48497651
3139201	MALACACHETA	MG	727.886	-42.11022668	-17.84336007
3139250	MAMONAS	MG	284.365	-42.9539133	-15.01283283
3139300	MANGA	MG	1950.184	-44.09254593	-14.64810022
3139409	MANHUACU	MG	628.318	-42.10683463	-20.19532503
3139508	MANHUMIRIM	MG	182.9	-41.9394022	-20.34732079
3139607	MANTENA	MG	685.208	-41.08086941	-18.68491874
3139706	MARAVILHAS	MG	261.604	-44.67125183	-19.5011921
3139805	MAR DE ESPANHA	MG	371.6	-43.01857334	-21.87768051
3139904	MARIA DA FE	MG	202.898	-45.31353949	-22.32247045
3140001	MARIANA	MG	1194.208	-43.33133404	-20.3291025
3140100	MARILAC	MG	158.809	-42.07404806	-18.49397892
3140159	MARIO CAMPOS	MG	35.196	-44.17607312	-20.07667492
3140209	MARIPA DE MINAS	MG	77.338	-42.95654604	-21.69430316
3140308	MARLIERIA	MG	545.813	-42.61480248	-19.70578592
3140407	MARMELOPOLIS	MG	107.902	-45.17223167	-22.46362253
3140506	MARTINHO CAMPOS	MG	1058.418	-45.19047872	-19.41227917
3140530	MARTINS SOARES	MG	113.268	-41.84266799	-20.25888499
3140555	MATA VERDE	MG	227.539	-40.7023425	-15.76145342
3140605	MATERLANDIA	MG	280.53	-43.04687909	-18.46126481
3140704	MATEUS LEME	MG	301.383	-44.43749832	-20.02728315
3140803	MATIAS BARBOSA	MG	157.066	-43.30800299	-21.87102862
3140852	MATIAS CARDOSO	MG	1940.598	-43.76095819	-14.90282619
3140902	MATIPO	MG	266.99	-42.31568779	-20.30847644
3141009	MATO VERDE	MG	472.245	-42.86416405	-15.42530131
3141108	MATOZINHOS	MG	252.453	-44.05153209	-19.5238471
3141207	MATUTINA	MG	260.957	-45.99553786	-19.19362332
3141306	MEDEIROS	MG	946.437	-46.3397258	-19.9891515
3141405	MEDINA	MG	1435.903	-41.51006633	-16.27052046
3141504	MENDES PIMENTEL	MG	305.507	-41.35583434	-18.62931594
3141603	MERCES	MG	348.271	-43.33284269	-21.18826784
3141702	MESQUITA	MG	274.938	-42.61213212	-19.24795062
3141801	MINAS NOVAS	MG	1812.398	-42.43598849	-17.36146482
3141900	MINDURI	MG	219.774	-44.61394309	-21.67492391
3142007	MIRABELA	MG	723.278	-44.15769932	-16.25939572
3142106	MIRADOURO	MG	301.672	-42.39967108	-20.84952793
3142205	MIRAI	MG	320.695	-42.61789042	-21.15007482
3142254	MIRAVANIA	MG	602.128	-44.42159957	-14.75296432
3142304	MOEDA	MG	155.112	-43.99211542	-20.33010777
3142403	MOEMA	MG	202.705	-45.40720426	-19.84123627
3142502	MONJOLOS	MG	650.911	-44.02312009	-18.38791726
3142601	MONSENHOR PAULO	MG	216.54	-45.48189995	-21.73314195
3142700	MONTALVANIA	MG	1503.755	-44.50153477	-14.47319095
3142809	MONTE ALEGRE DE MINAS	MG	2595.957	-48.88676747	-18.84453457
3142908	MONTE AZUL	MG	1001.296	-42.96873736	-15.20674825
3143005	MONTE BELO	MG	421.283	-46.32638286	-21.31476104
3143104	MONTE CARMELO	MG	1343.035	-47.46095011	-18.70919022
3143153	MONTE FORMOSO	MG	385.553	-41.26628704	-16.8773651
3143203	MONTE SANTO DE MINAS	MG	594.632	-46.9466791	-21.18839582
3143302	MONTES CLAROS	MG	3589.811	-43.92881683	-16.62071806
3143401	MONTE SIAO	MG	291.594	-46.51931728	-22.42028273
3143450	MONTEZUMA	MG	1130.419	-42.46949506	-15.19126818
3143500	MORADA NOVA DE MINAS	MG	2084.275	-45.40251415	-18.57821351
3143609	MORRO DA GARCA	MG	414.772	-44.63314746	-18.62999358
3143708	MORRO DO PILAR	MG	477.548	-43.40250181	-19.23510361
3143807	MUNHOZ	MG	191.564	-46.30429972	-22.63195578
3143906	MURIAE	MG	841.693	-42.42145797	-21.09137195
3144003	MUTUM	MG	1250.824	-41.44691428	-19.91923262
3144102	MUZAMBINHO	MG	409.948	-46.51651403	-21.35564722
3144201	NACIP RAYDAN	MG	233.493	-42.1879751	-18.48062321
3144300	NANUQUE	MG	1518.166	-40.49694378	-17.77928786
3144359	NAQUE	MG	127.173	-42.32444933	-19.18109845
3144375	NATALANDIA	MG	468.66	-46.47475807	-16.54517472
3144409	NATERCIA	MG	188.719	-45.51214147	-22.13009206
3144508	NAZARENO	MG	341.453	-44.61508828	-21.2042005
3144607	NEPOMUCENO	MG	582.553	-45.26079084	-21.22755837
3144656	NINHEIRA	MG	1108.255	-41.65985705	-15.36810999
3144672	NOVA BELEM	MG	146.775	-41.10203671	-18.48816987
3144706	NOVA ERA	MG	361.926	-43.01374738	-19.71882027
3144805	NOVA LIMA	MG	429.313	-43.9040257	-20.07414253
3144904	NOVA MODICA	MG	375.973	-41.5224086	-18.45255971
3145000	NOVA PONTE	MG	1111.011	-47.70687431	-19.26120292
3145059	NOVA PORTEIRINHA	MG	120.943	-43.27504046	-15.73457455
3145109	NOVA RESENDE	MG	390.152	-46.41564476	-21.09795535
3145208	NOVA SERRANA	MG	282.472	-44.97395474	-19.85234265
3145307	NOVO CRUZEIRO	MG	1702.981	-41.95517036	-17.37076875
3145356	NOVO ORIENTE DE MINAS	MG	755.151	-41.22761131	-17.22923838
3145372	NOVORIZONTE	MG	271.61	-42.39768486	-16.01102388
3145406	OLARIA	MG	178.242	-43.96607005	-21.90710045
3145455	OLHOS-D'AGUA	MG	2092.078	-43.59491473	-17.47803481
3145505	OLIMPIO NORONHA	MG	54.633	-45.28537674	-22.09053084
3145604	OLIVEIRA	MG	897.294	-44.73597586	-20.74980844
3145703	OLIVEIRA FORTES	MG	111.13	-43.51491777	-21.33581916
3145802	ONCA DE PITANGUI	MG	246.976	-44.73553424	-19.7082309
3145851	ORATORIOS	MG	89.068	-42.79374279	-20.42644574
3145877	ORIZANIA	MG	121.8	-42.21284617	-20.51457785
3145901	OURO BRANCO	MG	258.726	-43.67533733	-20.52465954
3146008	OURO FINO	MG	533.714	-46.38398371	-22.25478613
3146107	OURO PRETO	MG	1245.865	-43.61038774	-20.39110386
3146206	OURO VERDE DE MINAS	MG	175.482	-41.29631938	-18.04852212
3146255	PADRE CARVALHO	MG	446.275	-42.58629061	-16.30124729
3146305	PADRE PARAISO	MG	544.375	-41.55201705	-17.03799233
3146404	PAINEIRAS	MG	637.309	-45.49103541	-18.91883928
3146503	PAINS	MG	421.862	-45.69391676	-20.3815446
3146552	PAI PEDRO	MG	839.805	-43.1495887	-15.41912326
3146602	PAIVA	MG	58.419	-43.42387199	-21.28675497
3146701	PALMA	MG	316.476	-42.32888153	-21.41907709
3146750	PALMOPOLIS	MG	433.154	-40.37108283	-16.78854279
3146909	PAPAGAIOS	MG	553.577	-44.69133236	-19.37647811
3147006	PARACATU	MG	8231.029	-46.88424414	-17.17298806
3147105	PARA DE MINAS	MG	551.247	-44.60786254	-19.83425542
3147204	PARAGUACU	MG	424.296	-45.74991663	-21.56680759
3147303	PARAISOPOLIS	MG	331.238	-45.81699935	-22.57149048
3147402	PARAOPEBA	MG	625.623	-44.45266387	-19.2721964
3147501	PASSABEM	MG	94.183	-43.17529984	-19.36028741
3147600	PASSA QUATRO	MG	277.221	-44.96833988	-22.4057815
3147709	PASSA TEMPO	MG	429.172	-44.49109899	-20.6489344
3147808	PASSA VINTE	MG	246.565	-44.26150666	-22.18292312
3147907	PASSOS	MG	1338.07	-46.62199346	-20.71858015
3147956	PATIS	MG	444.196	-44.10141723	-16.08063702
3148004	PATOS DE MINAS	MG	3190.456	-46.50772705	-18.59704233
3148103	PATROCINIO	MG	2874.344	-47.05125488	-18.9705156
3148202	PATROCINIO DO MURIAE	MG	108.246	-42.2529864	-21.16715283
3148301	PAULA CANDIDO	MG	268.321	-42.98497619	-20.85588021
3148400	PAULISTAS	MG	220.564	-42.8652727	-18.45820138
3148509	PAVAO	MG	601.19	-41.06162372	-17.47151954
3148608	PECANHA	MG	996.646	-42.51036294	-18.5570604
3148707	PEDRA AZUL	MG	1594.651	-41.18423425	-15.95506899
3148756	PEDRA BONITA	MG	173.928	-42.37530185	-20.47664306
3148806	PEDRA DO ANTA	MG	173.168	-42.72132498	-20.59297501
3148905	PEDRA DO INDAIA	MG	347.92	-45.22931171	-20.28687951
3149002	PEDRA DOURADA	MG	69.99	-42.15490575	-20.82769383
3149101	PEDRALVA	MG	217.989	-45.45389296	-22.24961241
3149150	PEDRAS DE MARIA DA CRUZ	MG	1525.648	-44.3236318	-15.62573216
3149200	PEDRINOPOLIS	MG	357.891	-47.51027681	-19.19225344
3149309	PEDRO LEOPOLDO	MG	292.831	-44.0527439	-19.63986931
3149408	PEDRO TEIXEIRA	MG	112.959	-43.72911706	-21.72528113
3149507	PEQUERI	MG	90.833	-43.13209847	-21.82587312
3149606	PEQUI	MG	203.991	-44.63578743	-19.60475715
3149705	PERDIGAO	MG	249.322	-45.05790206	-19.94023972
3149804	PERDIZES	MG	2451.112	-47.19599173	-19.40015088
3149903	PERDOES	MG	270.657	-45.06477691	-21.07592724
3149952	PERIQUITO	MG	228.907	-42.23182597	-19.08423151
3150000	PESCADOR	MG	317.463	-41.56006761	-18.33113239
3150109	PIAU	MG	192.196	-43.31674429	-21.50238394
3150158	PIEDADE DE CARATINGA	MG	109.345	-42.04471368	-19.76302678
3150208	PIEDADE DE PONTE NOVA	MG	83.733	-42.71806662	-20.24171004
3150307	PIEDADE DO RIO GRANDE	MG	322.814	-44.15547593	-21.48403559
3150406	PIEDADE DOS GERAIS	MG	259.638	-44.24643948	-20.47405244
3150505	PIMENTA	MG	414.969	-45.83130997	-20.53049186
3150539	PINGO-D'AGUA	MG	66.57	-42.42184426	-19.74340557
3150570	PINTOPOLIS	MG	1228.736	-45.24724731	-16.04938115
3150604	PIRACEMA	MG	280.335	-44.42270985	-20.52224118
3150703	PIRAJUBA	MG	337.98	-48.65776018	-19.94025449
3150802	PIRANGA	MG	658.812	-43.29901622	-20.63325457
3150901	PIRANGUCU	MG	203.619	-45.51546947	-22.55663883
3151008	PIRANGUINHO	MG	124.803	-45.58655243	-22.36297713
3151107	PIRAPETINGA	MG	190.681	-42.36393178	-21.67908667
3151206	PIRAPORA	MG	549.514	-44.86744749	-17.39334671
3151305	PIRAUBA	MG	144.289	-43.02969511	-21.26377868
3151404	PITANGUI	MG	569.636	-44.88645242	-19.58779042
3151503	PIUMHI	MG	902.468	-46.05040395	-20.44144107
3151602	PLANURA	MG	317.52	-48.6462636	-20.08125053
3151701	POCO FUNDO	MG	474.244	-45.99332726	-21.80626876
3151800	POCOS DE CALDAS	MG	546.958	-46.56326764	-21.80806949
3151909	POCRANE	MG	691.066	-41.55715127	-19.58494968
3152006	POMPEU	MG	2551.074	-44.92358471	-19.13114163
3152105	PONTE NOVA	MG	470.643	-42.91738704	-20.41214921
3152131	PONTO CHIQUE	MG	602.799	-44.97361643	-16.60880486
3152170	PONTO DOS VOLANTES	MG	1212.413	-41.47442694	-16.83422811
3152204	PORTEIRINHA	MG	1749.683	-43.07582311	-15.71660014
3152303	PORTO FIRME	MG	284.777	-43.08036598	-20.66358475
3152402	POTE	MG	625.111	-41.7693441	-17.81497526
3152501	POUSO ALEGRE	MG	542.797	-45.9400082	-22.26491609
3152600	POUSO ALTO	MG	263.034	-44.93256164	-22.17542322
3152709	PRADOS	MG	264.115	-44.06346336	-21.09858759
3152808	PRATA	MG	4847.544	-48.95419714	-19.32987575
3152907	PRATAPOLIS	MG	215.516	-46.86271768	-20.78733653
3153004	PRATINHA	MG	622.478	-46.40256973	-19.75976356
3153103	PRESIDENTE BERNARDES	MG	236.798	-43.15477548	-20.77043966
3153202	PRESIDENTE JUSCELINO	MG	695.882	-44.08325885	-18.72605521
3153301	PRESIDENTE KUBITSCHEK	MG	189.235	-43.578097	-18.63391662
3153400	PRESIDENTE OLEGARIO	MG	3503.848	-46.33618114	-18.23919374
3153509	ALTO JEQUITIBA	MG	152.272	-41.94884697	-20.43724831
3153608	PRUDENTE DE MORAIS	MG	124.189	-44.11144234	-19.46445517
3153707	QUARTEL GERAL	MG	556.436	-45.6030728	-19.27976937
3153806	QUELUZITO	MG	153.56	-43.89075927	-20.73210733
3153905	RAPOSOS	MG	72.228	-43.78315959	-19.98093106
3154002	RAUL SOARES	MG	763.364	-42.3902047	-20.01318244
3154101	RECREIO	MG	234.296	-42.43784995	-21.51977743
3154150	REDUTO	MG	151.859	-41.94029533	-20.23780999
3154200	RESENDE COSTA	MG	618.312	-44.29203651	-20.837451
3154309	RESPLENDOR	MG	1081.796	-41.15308862	-19.21193393
3154408	RESSAQUINHA	MG	183.062	-43.7531974	-21.08541199
3154457	RIACHINHO	MG	1719.266	-45.92794267	-16.27669087
3154507	RIACHO DOS MACHADOS	MG	1315.54	-42.99342073	-16.05447914
3154606	RIBEIRAO DAS NEVES	MG	155.105	-44.07191091	-19.77952774
3154705	RIBEIRAO VERMELHO	MG	49.251	-45.07306309	-21.14788739
3154804	RIO ACIMA	MG	228.394	-43.772908	-20.10580625
3154903	RIO CASCA	MG	384.381	-42.66061548	-20.14093997
3155009	RIO DOCE	MG	112.094	-42.90652632	-20.21559349
3155108	RIO DO PRADO	MG	479.815	-40.55579211	-16.67656903
3155207	RIO ESPERA	MG	238.602	-43.49207734	-20.86788167
3155306	RIO MANSO	MG	231.54	-44.34496053	-20.26705371
3155405	RIO NOVO	MG	209.31	-43.14390984	-21.4685709
3155504	RIO PARANAIBA	MG	1352.353	-46.29891958	-19.24000478
3155603	RIO PARDO DE MINAS	MG	3117.675	-42.55136372	-15.7089618
3155702	RIO PIRACICABA	MG	373.037	-43.14920067	-19.97081459
3155801	RIO POMBA	MG	252.418	-43.17180043	-21.24837991
3155900	RIO PRETO	MG	348.046	-43.87862171	-22.04102675
3156007	RIO VERMELHO	MG	986.561	-43.05505962	-18.25466671
3156106	RITAPOLIS	MG	404.805	-44.37640059	-20.98228921
3156205	ROCHEDO DE MINAS	MG	79.402	-43.02856451	-21.64101389
3156304	RODEIRO	MG	72.673	-42.84131286	-21.21068243
3156403	ROMARIA	MG	407.557	-47.56255697	-18.90353242
3156452	ROSARIO DA LIMEIRA	MG	111.156	-42.51141074	-20.97937384
3156502	RUBELITA	MG	1110.295	-42.23396442	-16.36765872
3156601	RUBIM	MG	965.174	-40.49423805	-16.46387558
3156700	SABARA	MG	302.453	-43.77917336	-19.85131458
3156809	SABINOPOLIS	MG	919.811	-43.06351642	-18.65089753
3156908	SACRAMENTO	MG	3073.268	-47.26637887	-19.90448786
3157005	SALINAS	MG	1862.117	-42.15206908	-16.11113852
3157104	SALTO DA DIVISA	MG	938.008	-40.02923085	-16.1104733
3157203	SANTA BARBARA	MG	684.505	-43.47513477	-20.02890177
3157252	SANTA BARBARA DO LESTE	MG	107.402	-42.10660424	-19.94513866
3157278	SANTA BARBARA DO MONTE VERDE	MG	417.925	-43.69446875	-21.96394146
3157302	SANTA BARBARA DO TUGURIO	MG	194.564	-43.53150338	-21.24507751
3157336	SANTA CRUZ DE MINAS	MG	3.565	-44.21729707	-21.12030934
3157377	SANTA CRUZ DE SALINAS	MG	589.607	-41.78986126	-16.05073852
3157401	SANTA CRUZ DO ESCALVADO	MG	258.726	-42.81400755	-20.23061211
3157500	SANTA EFIGENIA DE MINAS	MG	131.965	-42.40433959	-18.86283414
3157609	SANTA FE DE MINAS	MG	2917.448	-45.55707206	-16.70146997
3157658	SANTA HELENA DE MINAS	MG	276.433	-40.65883578	-16.90197841
3157708	SANTA JULIANA	MG	723.784	-47.50910181	-19.38027458
3157807	SANTA LUZIA	MG	235.205	-43.8366447	-19.74483793
3157906	SANTA MARGARIDA	MG	255.73	-42.26616176	-20.42813772
3158003	SANTA MARIA DE ITABIRA	MG	597.441	-43.04492693	-19.43529342
3158102	SANTA MARIA DO SALTO	MG	440.605	-40.11635391	-16.30734324
3158201	SANTA MARIA DO SUACUI	MG	624.047	-42.32434784	-18.25848273
3158300	SANTANA DA VARGEM	MG	172.444	-45.5053551	-21.2705752
3158409	SANTANA DE CATAGUASES	MG	161.486	-42.55614563	-21.28211469
3158508	SANTANA DE PIRAPAMA	MG	1255.832	-43.90112224	-18.91576837
3158607	SANTANA DO DESERTO	MG	182.655	-43.18280561	-21.94597057
3158706	SANTANA DO GARAMBEU	MG	203.074	-44.0661183	-21.6369254
3158805	SANTANA DO JACARE	MG	106.169	-45.06207595	-20.88310972
3158904	SANTANA DO MANHUACU	MG	347.362	-41.89231107	-20.05595771
